Id,Target,N1,N2,N3,N4,N5,N6,C1,C2,C3,C4,C5,C6,C7,C8,C9
10282,4920000,5566279.07,4,1.8,5.0,9.0,9.0,1,A,B,K,B,S,W,D,D
10283,3208000,3950000.0,7,2.4,6.0,9.0,6.0,1,A,F,V,B,S,4,T,1
10284,6613000,7456043.956,2,2.5,2.0,6.0,0.0,1,A,F,K,BG,S,X,W,7
10285,2873000,3024390.244,8,2.0,0.0,8.0,6.0,1,A,F,V,BG,S,J,M,Z
10286,3528000,4108333.333,7,2.0,6.0,7.0,4.0,2,A,F,V,B,S,S,B,1
10287,3178000,3789285.714,13,3.5,2.0,3.0,1.0,2,A,A,K,B,C,J,N,R
10288,4830000,5181521.739,1,1.6,4.0,5.0,3.0,3,A,F,V,B,S,N,M,T
10289,2270000,2635714.286,8,1.6,4.0,8.0,1.0,2,A,F,V,B,S,J,T,N
10290,2445000,2910975.61,9,2.0,2.0,7.0,0.0,1,A,A,V,B,S,J,F,1
10291,1278000,1690804.598,19,2.2,8.0,8.0,8.0,1,M,F,V,B,S,J,T,1
10292,3508000,4001190.476,5,1.8,0.0,4.0,5.0,2,A,F,B,B,L,T,M,B
10293,1300000,1475000.0,11,1.6,0.0,3.0,1.0,2,M,F,V,B,S,J,M,B
10294,1000000,1405128.205,14,2.0,3.0,4.0,8.0,1,M,F,V,B,U,J,M,Z
10295,2352000,2820512.821,4,1.6,5.0,3.0,9.0,1,A,F,V,B,S,X,U,F
10296,1800000,2029487.179,17,3.0,6.0,0.0,5.0,1,A,A,V,B,V,J,A,4
10297,2500000,3077380.952,15,3.0,3.0,7.0,5.0,2,A,A,K,BG,C,W,B,A
10298,2209000,2621951.22,13,2.0,9.0,1.0,0.0,1,A,A,V,B,U,J,F,1
10299,2794000,3364102.564,10,2.4,5.0,1.0,1.0,1,A,F,V,B,S,4,T,1
10300,10500000,6036904.762,10,4.5,0.0,9.0,4.0,2,M,A,V,BG,V,J,T,E
10301,2637000,2929761.905,2,1.6,0.0,8.0,3.0,2,A,F,V,B,S,X,W,8
10302,2550000,2546428.571,3,1.6,6.0,8.0,2.0,2,A,F,V,B,L,X,7,L
10303,1300000,1558441.558,12,2.0,7.0,8.0,8.0,1,M,F,V,B,S,W,V,W
10304,6500000,6687640.449,5,2.8,4.0,1.0,8.0,2,A,F,K,B,S,W,A,U
10305,1800000,1920987.654,11,2.3,4.0,5.0,7.0,1,A,F,K,B,S,J,M,1
10306,3029000,3400000.0,9,2.4,1.0,0.0,1.0,2,A,F,K,B,S,4,T,1
10307,2279000,2546428.571,14,3.0,4.0,6.0,4.0,2,A,F,K,B,S,4,T,1
10308,1100000,1419277.108,19,2.0,1.0,7.0,4.0,1,A,B,K,B,S,W,B,A
10309,2912000,3307142.857,3,1.8,5.0,5.0,5.0,2,A,F,K,B,L,K,L,1
10310,1807000,2230952.381,10,1.5,5.0,7.0,1.0,2,A,F,V,B,S,J,T,D
10311,2260000,2907692.308,4,1.6,1.0,7.0,4.0,1,A,F,V,B,L,X,U,F
10312,8468000,8718823.529,2,2.7,1.0,6.0,6.0,2,A,A,V,B,V,M,X,1
10313,6400000,7033684.211,2,2.5,7.0,6.0,7.0,3,A,F,K,B,S,X,W,7
10314,2695000,3100000.0,14,3.0,0.0,0.0,7.0,1,A,F,K,B,C,J,T,J
10315,2619000,3252564.103,9,1.6,5.0,3.0,8.0,1,M,F,V,B,C,S,J,N
10316,1900000,2004938.272,12,3.0,9.0,6.0,2.0,1,A,F,K,B,S,W,A,U
10317,8423000,8280208.333,1,2.4,3.0,9.0,4.0,3,A,A,V,B,C,K,N,A
10318,1966000,2427160.494,3,1.6,2.0,0.0,0.0,2,A,F,V,B,L,K,L,1
10319,6618000,7148421.053,2,2.5,6.0,0.0,9.0,3,A,F,K,B,S,X,W,7
10320,3472000,4173255.814,10,3.5,1.0,4.0,5.0,1,A,F,K,B,S,4,T,1
10321,1814000,1983561.644,9,2.0,8.0,5.0,4.0,1,A,F,V,B,S,K,L,1
10322,12150000,12864444.44,3,3.5,1.0,8.0,9.0,3,A,A,K,B,S,J,T,H
10323,2270000,2575308.642,5,1.8,3.0,3.0,7.0,1,A,F,V,B,S,K,L,1
10324,2400000,2963414.634,6,2.0,8.0,4.0,4.0,1,A,F,V,B,S,J,M,Y
10325,2138000,2737179.487,12,2.4,1.0,9.0,7.0,1,A,F,V,B,S,4,T,1
10326,5500000,6572619.048,6,2.0,5.0,7.0,7.0,2,A,A,B,B,C,X,W,8
10327,3778000,3950561.798,3,1.8,3.0,3.0,2.0,2,A,F,V,B,S,5,Y,F
10328,4200000,4743589.744,11,3.3,3.0,7.0,3.0,1,A,F,V,B,M,5,T,D
10329,2318000,2617857.143,12,1.8,5.0,0.0,5.0,2,A,F,V,B,U,S,B,1
10330,1821000,1975000.0,4,1.4,2.0,2.0,1.0,2,A,F,V,B,L,K,L,1
10331,2900000,3148717.949,7,1.8,7.0,7.0,6.0,1,A,F,V,B,L,2,T,1
10332,2002000,2557692.308,16,3.0,9.0,4.0,8.0,1,A,A,V,B,V,J,A,4
10333,5376000,6001123.596,4,2.5,2.0,6.0,5.0,2,A,F,K,BG,S,X,W,7
10334,2946000,3230487.805,9,2.4,7.0,5.0,0.0,1,M,F,V,B,S,J,T,N
10335,3630000,4020930.233,10,3.0,5.0,0.0,3.0,1,A,B,K,B,S,J,T,H
10336,3788000,4618292.683,5,2.0,9.0,3.0,6.0,1,A,A,V,B,C,S,J,N
10337,2343000,2788095.238,13,3.0,0.0,0.0,6.0,2,A,B,K,B,S,J,T,8
10338,2880000,2904210.526,2,1.6,9.0,4.0,7.0,3,A,F,V,B,S,Z,9,4
10339,5766000,5876923.077,4,2.5,4.0,4.0,3.0,1,A,F,K,B,S,X,W,7
10340,2700000,3030000.0,10,2.4,7.0,6.0,9.0,3,A,F,V,B,S,4,T,1
10341,1000000,1381578.947,14,1.8,3.0,3.0,6.0,1,M,F,K,B,S,W,V,W
10342,2523000,2842857.143,3,1.6,4.0,7.0,0.0,2,M,F,V,B,L,T,M,B
10343,6885000,6787000.0,2,2.5,1.0,3.0,4.0,3,A,F,K,B,S,X,W,7
10344,1900000,2438461.538,10,1.8,6.0,1.0,3.0,1,A,F,V,B,S,J,H,M
10345,6203000,7329761.905,5,2.0,3.0,1.0,2.0,2,A,A,V,B,C,W,A,U
10346,8535000,9453086.42,5,3.5,5.0,2.0,2.0,1,A,A,K,B,C,J,T,E
10347,2319000,2582191.781,9,2.5,6.0,7.0,9.0,1,A,F,V,B,S,1,N,4
10348,1020000,1454794.521,14,1.8,3.0,4.0,4.0,1,M,F,V,B,S,W,V,W
10349,2339000,2551162.791,14,3.0,3.0,8.0,0.0,1,A,F,K,B,S,4,T,1
10350,3087000,3438095.238,14,3.0,9.0,2.0,0.0,2,A,A,V,B,C,J,T,E
10351,2565000,2930952.381,15,3.0,9.0,5.0,2.0,2,A,A,V,B,C,W,B,A
10352,2880000,3513953.488,10,3.5,5.0,2.0,6.0,1,A,F,K,B,S,J,T,N
10353,12500000,13180000.0,4,4.0,0.0,6.0,0.0,3,A,A,K,B,V,J,T,E
10354,4818000,5411235.955,5,2.4,5.0,7.0,2.0,2,A,A,K,B,C,J,H,L
10355,2857000,3469230.769,9,2.4,2.0,3.0,0.0,1,A,F,V,B,S,4,T,1
10356,2827000,3243529.412,1,1.6,5.0,7.0,9.0,2,M,F,V,B,L,X,7,L
10357,2768000,3546153.846,9,2.4,6.0,3.0,1.0,1,A,F,V,BG,S,6,T,1
10358,2239000,2441025.641,3,1.6,3.0,2.0,0.0,1,A,F,V,B,S,X,U,F
10359,6538000,6865957.447,2,2.5,6.0,7.0,7.0,2,A,F,K,BG,S,X,W,7
10360,2646000,2955952.381,2,1.6,0.0,8.0,8.0,2,A,F,V,B,S,Z,9,4
10361,1600000,1679012.346,11,2.3,0.0,6.0,8.0,1,A,F,V,B,S,1,Y,V
10362,2300000,2628571.429,14,3.0,7.0,7.0,7.0,2,A,B,K,B,S,W,B,A
10363,3038000,3166666.667,7,1.6,3.0,3.0,8.0,2,A,F,V,B,S,J,T,N
10364,3088000,3530952.381,4,1.6,4.0,1.0,4.0,2,A,F,B,B,S,K,M,H
10365,5238000,5567441.86,9,3.0,2.0,2.0,8.0,1,A,A,K,B,C,5,U,X
10366,2200000,2502469.136,4,1.6,6.0,0.0,2.0,2,A,F,V,BG,L,K,L,1
10367,3108000,3700000.0,2,1.8,4.0,5.0,5.0,2,A,F,K,BG,L,K,L,1
10368,4774000,5281111.111,8,3.6,1.0,4.0,7.0,3,A,A,K,B,C,W,V,G
10369,3720000,3995555.556,10,2.5,0.0,5.0,8.0,3,A,B,K,B,S,J,T,H
10370,2592000,3055421.687,2,1.6,7.0,7.0,4.0,1,A,F,V,B,S,Z,9,4
10371,2644000,3361538.462,2,1.4,7.0,3.0,8.0,1,A,F,V,B,L,Z,9,4
10372,2495000,2647619.048,3,1.6,6.0,2.0,9.0,2,A,F,V,B,S,Z,8,N
10373,1484000,1760714.286,9,1.6,1.0,7.0,0.0,2,M,F,V,B,S,K,N,M
10374,2051000,2537179.487,14,3.0,7.0,3.0,0.0,1,A,F,V,B,S,4,T,1
10375,2230000,2196666.667,13,2.4,5.0,2.0,7.0,3,A,F,V,B,S,4,T,1
10376,2690000,2905617.978,2,1.6,8.0,3.0,0.0,2,A,F,V,B,S,Z,9,4
10377,3448000,4230864.198,11,3.0,4.0,0.0,8.0,1,A,B,K,B,S,J,T,H
10378,3600000,4045569.62,11,3.0,9.0,5.0,2.0,2,A,B,K,B,S,J,T,H
10379,4671000,5528571.429,8,2.7,8.0,7.0,4.0,2,A,A,K,BG,V,M,H,F
10380,2158000,2523809.524,9,2.0,8.0,5.0,5.0,2,A,F,V,BG,S,J,M,Y
10381,1400000,1517948.718,13,2.2,0.0,2.0,8.0,1,M,F,V,B,S,W,O,L
10382,2490000,2819512.195,14,2.0,3.0,5.0,8.0,1,M,A,B,B,C,S,H,S
10383,5850000,6248888.889,3,2.4,9.0,2.0,8.0,3,A,A,K,B,C,J,M,B
10384,2009000,2385897.436,15,2.4,6.0,0.0,1.0,1,A,F,V,B,S,J,T,D
10385,1310000,1638461.538,14,1.8,3.0,9.0,3.0,1,M,F,V,B,L,V,S,K
10386,2654000,3387654.321,11,3.2,2.0,4.0,0.0,1,A,A,V,B,C,W,V,G
10387,4924000,5150526.316,8,3.0,7.0,3.0,7.0,3,A,A,K,D,C,W,V,G
10388,1011000,1272151.899,14,1.4,4.0,8.0,1.0,2,M,F,V,B,U,T,M,B
10389,2303000,2712195.122,12,2.4,3.0,3.0,7.0,1,A,F,V,B,S,4,T,1
10390,5043000,5467901.235,9,3.5,5.0,5.0,9.0,1,A,A,K,B,C,4,J,G
10391,3015000,3433707.865,3,1.6,1.0,8.0,3.0,2,A,F,V,B,L,U,5,Y
10392,2790000,2922222.222,1,1.6,1.0,4.0,5.0,3,M,F,V,B,S,X,W,8
10393,17271000,17623255.81,3,4.6,6.0,2.0,4.0,1,A,A,K,BG,V,J,T,M
10394,2460000,2585714.286,9,2.0,7.0,4.0,4.0,2,A,F,B,B,S,W,V,W
10395,2200000,2681481.481,5,1.4,0.0,8.0,1.0,2,A,F,V,B,S,Z,9,4
10396,3000000,3423750.0,10,2.5,7.0,6.0,0.0,2,A,A,V,B,C,J,F,1
10397,2095000,3004054.054,14,3.0,9.0,7.0,3.0,2,A,F,K,B,S,J,T,H
10398,8800000,11121978.02,3,3.7,5.0,9.0,0.0,1,A,A,K,B,C,J,N,R
10399,2183000,2551685.393,2,1.5,2.0,4.0,6.0,2,A,F,V,B,S,X,W,B
10400,1700000,1933333.333,10,1.6,1.0,0.0,6.0,2,A,F,V,B,L,T,M,B
10401,4299000,4379069.767,7,1.8,0.0,2.0,7.0,1,A,F,K,H,L,J,T,D
10402,4889000,4711235.955,5,2.5,5.0,1.0,5.0,2,A,F,K,B,S,J,T,N
10403,12500000,11913333.33,1,2.0,4.0,2.0,9.0,3,A,A,V,B,C,J,T,J
10404,2300000,2571264.368,1,1.6,2.0,6.0,6.0,3,M,F,V,B,L,X,7,L
10405,2790000,3176829.268,2,1.6,7.0,0.0,1.0,1,A,F,V,B,S,X,W,8
10406,5200000,4933333.333,4,2.0,9.0,5.0,0.0,2,A,F,V,B,C,J,A,4
10407,2309000,2703571.429,11,2.4,0.0,9.0,8.0,2,A,F,V,B,S,4,T,1
10408,4300000,4662820.513,3,1.8,3.0,0.0,2.0,1,A,A,V,B,C,T,M,B
10409,2400000,2815853.659,4,1.6,9.0,5.0,6.0,3,A,F,V,B,L,W,F,0
10410,4061000,4682558.14,2,1.8,8.0,7.0,5.0,1,A,F,K,B,S,K,M,H
10411,1267000,1608974.359,8,1.6,6.0,6.0,4.0,1,M,F,V,B,L,K,L,1
10412,3013000,3156666.667,4,1.8,0.0,2.0,1.0,3,A,F,B,B,U,K,L,1
10413,3304000,3516666.667,9,2.4,9.0,6.0,7.0,2,A,F,K,BG,S,J,T,N
10414,1400000,1814102.564,13,2.0,5.0,6.0,9.0,1,A,F,V,B,L,J,M,Z
10415,6431000,6789887.64,5,2.7,4.0,0.0,0.0,2,A,F,V,B,C,4,T,3
10416,2198000,2421348.315,5,1.6,0.0,3.0,2.0,2,A,F,V,B,S,Z,9,4
10417,1556000,1598809.524,12,2.0,5.0,1.0,7.0,2,A,F,V,BG,S,W,F,0
10418,2209000,2580487.805,9,1.6,4.0,6.0,7.0,1,A,F,V,B,S,J,T,N
10419,2971000,3363095.238,10,2.0,5.0,2.0,7.0,2,A,A,K,B,C,J,F,1
10420,8500000,9200000.0,5,3.7,1.0,6.0,0.0,3,A,A,K,BG,C,J,N,1
10421,3375000,3840697.674,14,3.0,1.0,5.0,5.0,1,A,A,K,B,C,J,T,E
10422,2900000,3326190.476,3,1.8,1.0,1.0,2.0,2,A,F,K,B,S,K,L,1
10423,1611000,1964285.714,9,1.6,8.0,7.0,0.0,2,A,F,V,B,L,J,N,1
10424,4183000,4372631.579,3,2.0,9.0,0.0,0.0,3,A,F,K,B,S,K,N,A
10425,2708000,3358974.359,2,1.6,7.0,1.0,6.0,1,A,F,V,BG,S,Z,9,4
10426,1925000,1952222.222,11,2.0,9.0,7.0,9.0,3,M,F,B,B,S,W,V,W
10427,2619000,3210256.41,4,1.6,6.0,0.0,3.0,1,A,F,V,B,L,T,M,B
10428,2255000,2508433.735,3,1.4,8.0,8.0,7.0,1,M,F,V,B,S,Z,9,4
10429,1659000,1921794.872,15,2.2,2.0,1.0,6.0,1,A,F,V,B,S,4,T,1
10430,3802000,4149382.716,1,1.6,6.0,9.0,5.0,1,A,F,V,B,S,K,M,H
10431,2114000,2538461.538,14,2.4,3.0,8.0,6.0,1,A,F,V,B,S,4,T,1
10432,2216000,2482142.857,10,2.0,3.0,1.0,4.0,2,M,A,V,B,S,J,F,1
10433,1913000,2125641.026,9,1.6,2.0,8.0,4.0,1,A,F,V,B,S,K,N,M
10434,2350000,2930120.482,12,3.0,7.0,7.0,1.0,1,A,F,K,B,S,6,T,1
10435,3800000,3902222.222,7,2.5,2.0,9.0,4.0,3,A,A,V,B,S,4,S,3
10436,2200000,2579012.346,13,2.5,2.0,1.0,5.0,2,A,A,V,B,U,4,S,3
10437,4000000,4591463.415,6,2.5,3.0,2.0,3.0,1,A,A,V,B,C,J,F,2
10438,5900000,6404494.382,3,2.5,2.0,4.0,1.0,2,M,A,V,D,P,M,M,C
10439,2428000,2694382.022,15,3.5,8.0,3.0,6.0,2,A,B,K,B,S,W,B,A
10440,2200000,2314457.831,13,3.0,9.0,4.0,1.0,1,A,F,K,BG,M,J,M,3
10441,5704000,6286746.988,3,2.5,4.0,3.0,4.0,1,A,F,V,B,S,X,W,7
10442,2400000,2622619.048,5,1.6,9.0,3.0,5.0,2,A,F,V,B,L,Z,9,4
10443,2237000,2688888.889,10,2.0,6.0,7.0,0.0,1,A,F,B,B,S,W,A,U
10444,2708000,3011627.907,15,3.0,8.0,3.0,4.0,1,A,A,K,B,C,J,T,J
10445,6030000,6159340.659,3,2.5,4.0,0.0,6.0,1,A,F,K,B,S,X,W,7
10446,2100000,2541111.111,2,1.6,0.0,6.0,1.0,3,M,F,V,B,L,K,L,1
10447,9405000,9965432.099,4,3.5,6.0,6.0,1.0,1,A,A,K,B,C,J,T,E
10448,5555000,5499000.0,3,2.0,4.0,4.0,1.0,3,A,F,K,B,S,X,W,7
10449,2480000,2863218.391,3,1.6,3.0,1.0,4.0,3,M,F,V,B,L,T,M,B
10450,2100000,2409195.402,12,3.0,7.0,8.0,8.0,1,A,A,V,B,C,1,F,M
10451,2970000,3383950.617,9,1.8,9.0,9.0,8.0,1,A,F,V,B,S,S,B,1
10452,2807000,3272619.048,14,3.0,0.0,7.0,3.0,2,A,A,K,B,C,J,T,J
10453,3100000,3684523.81,4,1.6,8.0,2.0,7.0,2,A,F,K,B,S,K,M,H
10454,3500000,4463095.238,8,3.0,6.0,3.0,9.0,2,A,A,K,B,V,J,M,B
10455,2736000,3206976.744,14,3.0,5.0,9.0,7.0,1,A,A,K,B,C,J,T,J
10456,1200000,1546153.846,13,1.6,7.0,6.0,7.0,1,A,F,V,B,L,W,O,L
10457,3100000,3512048.193,10,2.5,6.0,1.0,2.0,1,M,A,V,D,P,M,R,O
10458,4500000,4530000.0,4,2.0,2.0,9.0,6.0,3,A,A,K,B,C,J,M,B
10459,6300000,6698888.889,3,2.5,3.0,6.0,2.0,3,A,A,V,B,C,4,S,4
10460,2401000,2520224.719,2,1.2,5.0,4.0,0.0,2,A,F,V,B,L,K,N,A
10461,2300000,2074025.974,12,2.0,8.0,6.0,3.0,1,A,F,V,B,S,W,A,U
10462,2220000,2839743.59,11,2.4,1.0,6.0,2.0,1,A,F,V,B,S,6,T,1
10463,3120000,3530769.231,3,1.6,7.0,8.0,8.0,1,A,F,V,B,S,J,M,B
10464,3210000,3603333.333,9,3.5,8.0,0.0,5.0,3,A,F,K,B,S,4,T,1
10465,2709000,3038461.538,2,1.6,4.0,5.0,5.0,1,A,F,V,B,L,X,7,L
10466,2849000,3339743.59,3,1.2,3.0,1.0,6.0,1,A,F,V,B,L,T,M,B
10467,3817000,3982558.14,7,2.4,2.0,5.0,0.0,1,A,F,K,B,S,X,W,7
10468,2330000,2675641.026,8,1.6,3.0,6.0,0.0,1,A,F,V,B,S,J,T,N
10469,3070000,3746913.58,1,1.6,4.0,8.0,0.0,2,A,F,V,B,S,Z,9,4
10470,2698000,3305952.381,3,1.8,0.0,5.0,6.0,2,A,F,K,B,S,K,L,1
10471,3204000,3604651.163,9,3.5,7.0,0.0,8.0,1,A,F,K,B,S,4,T,1
10472,2318000,2688372.093,12,2.4,6.0,5.0,3.0,1,A,F,K,B,S,4,T,1
10473,2600000,2775789.474,12,2.0,2.0,7.0,7.0,3,A,F,K,B,U,S,B,1
10474,3089000,3513953.488,5,1.6,4.0,1.0,0.0,1,A,F,K,B,S,K,M,H
10475,3096000,3176923.077,12,2.4,5.0,8.0,0.0,3,A,A,V,B,V,J,T,E
10476,2255000,2892307.692,14,3.0,4.0,8.0,2.0,1,A,F,V,B,S,4,T,1
10477,5018000,5930952.381,4,2.5,8.0,4.0,6.0,1,A,F,B,B,S,4,T,1
10478,3038000,3158333.333,7,1.6,3.0,3.0,8.0,2,A,F,V,B,S,J,T,N
10479,5000000,4972093.023,5,2.0,1.0,0.0,4.0,3,A,A,B,B,C,K,M,H
10480,2430000,2862650.602,3,1.6,2.0,4.0,9.0,1,A,F,V,B,S,Z,9,4
10481,3874000,4641758.242,3,1.6,6.0,2.0,6.0,3,A,F,V,B,C,S,J,N
10482,1470000,1573076.923,14,1.6,2.0,7.0,2.0,1,A,F,V,B,L,W,V,W
10483,3500000,3441666.667,13,2.4,,,,2,A,A,V,B,C,A,C,A
10484,2478000,2617894.737,4,1.6,7.0,3.0,2.0,3,A,F,V,B,S,Z,9,4
10485,1801000,2287179.487,10,1.6,1.0,0.0,3.0,1,M,F,V,B,S,J,T,N
10486,1814000,1942307.692,9,2.0,2.0,9.0,6.0,1,A,F,K,B,S,K,L,1
10487,1067000,1409195.402,18,2.0,2.0,7.0,6.0,1,A,F,V,B,S,J,N,1
10488,2169000,2556790.123,12,1.8,9.0,6.0,0.0,1,A,B,K,B,S,W,D,B
10489,2300000,2434523.81,5,1.6,5.0,4.0,7.0,2,A,F,V,BG,S,X,U,F
10490,2168000,2284523.81,4,1.6,5.0,3.0,5.0,2,M,F,V,B,S,K,N,M
10491,5486000,6311627.907,8,3.5,1.0,0.0,5.0,1,A,A,V,B,C,J,T,E
10492,3841000,4153932.584,12,3.3,7.0,6.0,9.0,2,A,A,K,B,C,J,T,J
10493,2000000,1915384.615,10,2.5,6.0,0.0,4.0,1,A,F,V,BG,S,1,N,4
10494,1720000,2175308.642,8,1.6,3.0,4.0,1.0,2,A,F,V,B,S,K,N,M
10495,3004000,3387777.778,10,3.5,7.0,2.0,2.0,3,A,F,V,B,S,4,T,1
10496,2333000,2723809.524,11,3.5,2.0,6.0,7.0,2,A,A,K,B,C,J,N,1
10497,4001000,4550617.284,9,3.5,9.0,1.0,3.0,1,A,F,K,B,S,J,T,H
10498,1691000,2035714.286,9,1.3,5.0,0.0,2.0,2,M,F,V,B,L,V,N,K
10499,3026000,2924444.444,1,1.6,8.0,1.0,3.0,3,A,F,V,BG,S,Z,8,N
10500,2512000,2598795.181,12,2.0,7.0,7.0,7.0,1,M,A,K,BG,C,J,F,1
10501,4010000,4751898.734,5,2.0,1.0,3.0,2.0,2,A,A,B,B,C,K,M,H
10502,1635000,2045783.133,13,2.2,5.0,8.0,8.0,1,A,F,V,B,M,W,O,L
10503,3483000,4290123.457,11,3.0,4.0,5.0,7.0,1,A,B,K,B,S,J,T,H
10504,2646000,2958333.333,2,1.6,0.0,8.0,8.0,2,A,F,V,B,S,Z,9,4
10505,3632000,4364197.531,5,2.0,3.0,3.0,4.0,2,A,F,K,B,S,K,N,A
10506,3900000,4022916.667,2,1.6,1.0,2.0,6.0,3,A,F,V,B,S,X,9,F
10507,2817000,3126190.476,4,1.6,0.0,5.0,5.0,2,M,F,V,B,C,S,J,N
10508,2500000,2897619.048,11,2.4,3.0,7.0,7.0,2,A,A,K,B,C,J,M,B
10509,1156000,1716455.696,13,1.8,6.0,3.0,9.0,2,M,F,K,B,S,W,V,W
10510,1716000,1954945.055,17,3.2,9.0,4.0,2.0,1,A,B,K,B,S,W,D,B
10511,5735000,5886516.854,11,2.7,9.0,7.0,4.0,2,A,A,K,B,V,J,T,E
10512,2567000,2922093.023,13,3.0,0.0,5.0,1.0,1,A,F,K,B,S,J,T,H
10513,4221000,4664705.882,3,1.6,4.0,6.0,6.0,2,A,F,V,B,C,S,J,N
10514,2822000,3412820.513,7,1.8,9.0,6.0,0.0,1,A,F,V,B,S,J,T,D
10515,2000000,1729761.905,12,2.0,4.0,9.0,0.0,2,M,F,V,BG,S,J,N,1
10516,2635000,3043023.256,12,3.0,9.0,2.0,9.0,1,A,B,K,B,S,J,T,1
10517,4200000,5277906.977,11,3.3,8.0,7.0,4.0,1,A,F,K,H,C,J,T,J
10518,2703000,3239285.714,9,2.4,3.0,8.0,0.0,2,A,F,V,B,S,4,T,1
10519,2126000,2253488.372,15,3.0,2.0,3.0,0.0,1,A,F,K,B,S,4,T,1
10520,1903000,2395348.837,2,1.5,5.0,3.0,7.0,1,M,F,V,B,S,X,W,B
10521,1960000,2115853.659,13,2.4,4.0,9.0,9.0,1,A,F,B,B,S,W,A,U
10522,7237000,7783157.895,2,2.0,9.0,9.0,5.0,3,A,A,K,B,C,J,T,M
10523,2000000,2317441.86,10,2.4,6.0,7.0,1.0,1,A,F,K,BG,S,K,M,H
10524,4001000,4407317.073,10,2.0,0.0,9.0,7.0,1,A,A,V,B,C,J,T,M
10525,2876000,3477380.952,15,3.0,9.0,9.0,8.0,2,A,A,K,B,C,J,T,E
10526,3056000,3519277.108,10,3.5,0.0,0.0,7.0,1,A,F,K,B,S,4,T,1
10527,1194000,1409523.81,12,2.0,8.0,1.0,6.0,2,A,F,K,B,S,K,M,H
10528,1600000,1585714.286,19,3.2,3.0,1.0,1.0,1,A,B,K,B,S,W,D,B
10529,900000,1108045.977,19,1.6,1.0,2.0,5.0,1,M,F,V,BG,S,W,V,W
10530,1902000,2339743.59,14,2.4,7.0,1.0,3.0,1,A,F,V,BG,C,J,A,4
10531,2248000,2598795.181,5,1.6,8.0,1.0,7.0,1,A,F,V,B,S,Z,9,4
10532,8280000,9397674.419,3,2.5,9.0,4.0,3.0,1,A,F,K,B,S,J,T,H
10533,4512000,4419178.082,10,2.4,0.0,0.0,1.0,1,A,A,V,B,C,J,T,E
10534,2678000,3061728.395,10,2.4,0.0,6.0,3.0,1,A,F,V,B,S,4,T,1
10535,1500000,1785555.556,6,1.7,7.0,1.0,9.0,3,M,A,V,B,C,X,9,L
10536,1100000,1450000.0,18,1.6,4.0,1.0,7.0,1,M,F,V,B,S,S,B,1
10537,9067000,10759523.81,4,3.0,1.0,1.0,6.0,2,A,A,K,B,C,W,A,U
10538,1253000,1214102.564,13,1.6,2.0,3.0,6.0,1,M,F,V,B,S,X,M,C
10539,2333000,2714634.146,9,2.0,5.0,4.0,4.0,1,A,F,B,B,S,W,V,W
10540,1400000,1682051.282,10,1.4,0.0,1.0,9.0,1,M,F,V,B,S,K,L,1
10541,2200000,2609302.326,15,3.0,6.0,7.0,1.0,1,A,A,K,BG,V,J,A,4
10542,2246000,2589285.714,10,1.5,6.0,7.0,5.0,2,A,F,V,H,L,J,T,D
10543,2673000,2935714.286,2,1.6,7.0,5.0,3.0,2,M,F,V,B,L,T,M,B
10544,5557000,5966279.07,13,4.7,2.0,7.0,1.0,1,A,A,K,B,V,J,T,J
10545,2792000,3250617.284,9,2.4,8.0,1.0,2.0,1,A,F,V,B,S,4,T,1
10546,3600000,3725581.395,3,1.6,7.0,7.0,6.0,1,A,F,K,B,S,K,M,H
10547,6803000,7581609.195,2,2.5,9.0,6.0,7.0,1,A,F,V,B,S,X,W,7
10548,2781000,3425925.926,1,1.6,0.0,2.0,0.0,1,A,F,V,B,S,Z,9,4
10549,2807000,3197674.419,14,3.0,9.0,1.0,3.0,1,A,A,K,B,C,J,T,J
10550,2134000,2545238.095,9,1.6,3.0,3.0,7.0,2,A,F,V,B,S,J,T,N
10551,2542000,2867088.608,8,3.3,8.0,5.0,2.0,2,A,F,K,BG,S,K,M,H
10552,4008000,4493258.427,5,2.4,1.0,3.0,9.0,2,A,F,V,B,S,6,T,1
10553,5483000,6764197.531,9,3.5,5.0,3.0,5.0,1,A,A,K,BG,C,J,T,E
10554,2700000,2842857.143,7,1.6,1.0,1.0,0.0,2,M,F,V,B,S,J,T,N
10555,2229000,2471428.571,12,2.7,6.0,7.0,0.0,2,A,A,K,B,C,K,M,H
10556,3100000,3684523.81,4,1.6,8.0,2.0,7.0,2,A,F,K,B,S,K,M,H
10557,6018000,7064210.526,2,2.5,0.0,8.0,6.0,3,A,F,K,B,S,X,W,7
10558,8700000,8808333.333,0,2.0,5.0,8.0,5.0,3,A,F,V,B,C,J,T,M
10559,2999000,3217777.778,9,2.4,4.0,5.0,1.0,3,A,F,V,B,S,4,T,4
10560,15178000,16253086.42,4,4.6,8.0,8.0,3.0,1,A,A,K,BG,V,J,T,M
10561,3000000,3434117.647,4,1.6,9.0,0.0,0.0,3,A,F,V,B,U,X,9,F
10562,2520000,2875903.614,3,1.6,8.0,7.0,6.0,1,A,F,V,B,S,Z,9,4
10563,4300000,4735802.469,10,2.7,4.0,2.0,3.0,1,A,A,V,B,V,M,R,1
10564,2709000,3004761.905,12,3.0,6.0,9.0,8.0,2,A,F,K,B,S,J,T,D
